Id,SMILES,source,TA98,TA100,TA102,TA1535,TA1537,Overall,Partition
3327,COc1ccc(OC)c(N/N=C2\C(=O)C=Cc3ccccc32)c1,isssty,1,1,-1,-1,-1,1,Train
3328,Cc1cnc2cc3nc(N)n(C)c3c(C)c2n1,isssty,1,-1,-1,-1,-1,1,External
3329,Cc1cnc2cc(CO)c3c(nc(N)n3C)c2n1,isssty,1,1,-1,-1,-1,1,Train
3330,O=Nn1cc(CCO)c2ccccc21,isssty,1,1,-1,1,1,1,Train
3331,CCNNCC,isssty,-1,1,-1,-1,-1,1,External
3332,CCNN,isssty,-1,1,1,-1,-1,1,Train
3333,CCCCNN,isssty,-1,1,1,-1,-1,1,Train
3334,S=C1SSC2=NCCN12,isssty,0,0,-1,-1,-1,-1,Train
3335,CCCCN(N)CCCC,isssty,-1,1,-1,-1,-1,1,Train
3336,c1ccc2c(c1)-c1ccccc1[C@@H]1O[C@H]21,isssty,1,1,-1,-1,-1,1,Train
3337,c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C2NC12,isssty,1,1,-1,-1,-1,1,Train
3338,CSCCl,isssty,0,1,1,-1,-1,1,Train
3339,O=C1C=Cc2c(ccc3ccccc23)C1=O,isssty,0,0,0,-1,-1,-1,External
3340,O[C@@H]1C=Cc2ccc3c(ccc4ccccc43)c2[C@H]1O,isssty,1,1,-1,-1,-1,1,Train
3341,Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,isssty,1,1,-1,-1,-1,1,Train
3342,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,isssty,0,0,-1,-1,-1,-1,Train
3343,COc1cc2c(cc1OC)CN(N=O)CC2,isssty,1,1,-1,1,1,1,Train
3344,CC(=O)c1c(O)cc(O)c2c1C(=O)c1cc(O)cc(O)c1C2=O,isssty,0,0,-1,-1,0,-1,Internal
3345,C=CCl,isssty,1,1,-1,1,-1,1,Internal
3346,ClCc1cccnc1,isssty,0,1,0,-1,-1,1,External
3347,O=C1OC(O)C(C(Cl)Br)=C1Cl,isssty,1,1,-1,-1,-1,1,Train
3348,COc1cc(OC)c2c(=O)c3cc(OC)ccc3oc2c1,isssty,0,1,-1,-1,-1,1,Train
3349,[N-]=[N+]=Nc1ccc(F)c([N+](=O)[O-])c1,isssty,1,1,-1,1,1,1,External
3350,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,isssty,1,-1,-1,-1,-1,1,Train
3351,COc1ccc(N=O)cc1,isssty,1,1,-1,-1,-1,1,Train
3352,CCOc1cc(/N=N/c2ccc(N(CCO)CCO)cc2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2ccc(N)cc2c1O,isssty,1,0,-1,-1,-1,1,External
3353,Cc1cc2ccccc2c2ccc3c(c12)C=CC(=O)C3=O,isssty,0,1,0,-1,-1,1,Train
3354,Cc1c2ccccc2cc2ccc3c(c12)C=CC(=O)C3=O,isssty,1,0,0,-1,-1,1,Train
3355,Cc1c2ccccc2cc2c3c(ccc12)C(=O)C(=O)C=C3,isssty,0,0,0,-1,-1,-1,Train
3356,N1=NC2[C@@H]3O[C@@H]3C1[C@@H]1O[C@@H]21,isssty,0,0,-1,-1,-1,-1,Train
3357,O=CC1C=COC=C1,isssty,0,0,-1,-1,-1,-1,External
3358,CCN(N=O)/C(N)=N\[N+](=O)[O-],isssty,-1,1,-1,1,1,1,Train
3359,O[C@@H]1c2ccccc2-c2ccc3ccccc3c2[C@H]1O,isssty,0,0,-1,-1,-1,-1,Train
3360,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3OC1CC(N)C(O)C(C)O1,isssty,1,0,-1,-1,-1,1,External
3361,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@H]3O[C@H]1C[C@@H](N)[C@H](O)[C@@H](C)O1,isssty,1,0,-1,-1,-1,1,Train
3362,CC[C@@]1(O)C[C@@H](OC2CC(N(C)C)C(OC3CC(O)C(OC4CC(O)C(O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@@H]1C(=O)OC,isssty,0,-1,1,-1,-1,1,Train
3363,COC1=C(OC)C(=O)/C(=C2/C(C)=C(C(=O)O)NC(c3ccc4c(n3)C(=O)C(N)=C(OC)C4=O)=C2N)C=C1,isssty,-1,-1,1,-1,-1,1,Train
3364,Nc1cc([N+](=O)[O-])c(C(=O)O)c([N+](=O)[O-])c1,isssty,1,1,-1,-1,-1,1,Train
3365,c1cnc2c(c1)ccc1c2ccc2cccnc21,isssty,-1,1,-1,-1,-1,1,External
3366,O=C(O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],isssty,1,1,-1,-1,-1,1,Internal
3367,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1C(=O)O,isssty,1,0,-1,-1,-1,1,Train
3368,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1CO,isssty,1,1,-1,-1,-1,1,External
3369,Nc1cc([N+](=O)[O-])c(CO)c([N+](=O)[O-])c1,isssty,1,1,-1,-1,-1,1,Train
3370,CC1(C)CC(O)CC(C)(C)N1O,isssty,-1,1,0,-1,-1,1,Train
3371,N#Cc1cccc([N+](=O)[O-])c1,isssty,1,1,-1,0,0,1,Train
3372,CCOc1ccccc1[N+](=O)[O-],isssty,0,1,-1,1,0,1,External
3373,O=C(O)Cc1ccccc1[N+](=O)[O-],isssty,0,1,-1,1,0,1,Internal
3374,O=C(O)Cc1ccc([N+](=O)[O-])cc1,isssty,1,1,-1,0,0,1,External
3375,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,isssty,-1,1,-1,-1,-1,1,External
3376,O=Nc1c(-c2ccc(Cl)cc2)nc2sccn12,isssty,0,0,-1,0,1,1,Train
3377,O=Nc1c(-c2ccc([N+](=O)[O-])cc2)nc2sccn12,isssty,1,1,-1,1,1,1,Train
3378,Cc1cn2c(N=O)c(-c3ccc([N+](=O)[O-])cc3)nc2s1,isssty,1,1,-1,0,0,1,Train
3379,O=[N+]([O-])c1c(-c2ccc(Cl)cc2)nc2sccn12,isssty,1,0,-1,0,1,1,Train
3380,O=[N+]([O-])c1ccc(-c2nc3sccn3c2[N+](=O)[O-])cc1,isssty,1,1,-1,0,1,1,Train
3381,Cc1cn2c([N+](=O)[O-])c(-c3ccc([N+](=O)[O-])cc3)nc2s1,isssty,1,1,-1,1,1,1,External
3382,Cc1ccc(-c2nc3n(c2[N+](=O)[O-])CCS3)cc1,isssty,0,1,-1,0,0,1,Internal
3383,O=[N+]([O-])c1c(-c2ccc(Cl)cc2)nc2n1CCS2,isssty,0,1,-1,0,1,1,Train
3384,O=[N+]([O-])c1ccc(-c2nc3n(c2[N+](=O)[O-])CCS3)cc1,isssty,1,1,-1,0,0,1,Internal
3385,CC(=O)ON(C(C)=O)c1ccc2c(c1)Cc1ccccc1-2,isssty,1,-1,-1,-1,-1,1,Train
3386,CCC(=O)OCc1ccc([N+](=O)[O-])cc1,isssty,0,1,-1,-1,-1,1,External
3387,Clc1cccc2oc3ccccc3c12,isssty,0,0,-1,-1,-1,-1,Train
3388,O=[N+]([O-])c1ccc(CBr)cc1,isssty,0,1,-1,-1,-1,1,Train
3389,Cc1c(/C=N/OCc2ccccc2)c2cc([N+](=O)[O-])ccc2n1Cc1cccc([N+](=O)[O-])c1,isssty,1,0,-1,-1,-1,1,Train
3390,Clc1ccc2oc3ccccc3c2c1,isssty,1,0,-1,-1,-1,1,Internal
3391,Cc1c(/C=N/OCc2ccc(Cl)cc2Cl)c2cc([N+](=O)[O-])ccc2n1Cc1ccc(Cl)cc1,isssty,0,0,-1,-1,-1,-1,External
3392,Clc1cccc2c1oc1ccccc12,isssty,0,0,-1,-1,-1,-1,Train
3393,CCCCc1c(N)ccc2ccccc12,isssty,1,1,-1,-1,-1,1,Train
3394,c1ccc2nc3c(cc2c1)-c1cccc2cccc-3c12,isssty,0,0,-1,-1,-1,-1,Train
3395,C=C(C)C1CCC(=C)C2C3=C(C[C@H](C)C3=O)C(=O)C(C)=C[C@@H]12,isssty,0,0,-1,-1,-1,-1,External
3396,O=C1Nc2cc3ccccc3c3c4c(cc1c23)OCO4,isssty,-1,1,-1,-1,1,1,Internal
3397,C=C(C)C1CCC(=C)C2C3=C(C[C@@H](C)C3=O)C(=O)C(C)=C[C@@H]12,isssty,0,0,-1,-1,-1,-1,Internal
3398,O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(O)cccc13)OCO2,isssty,-1,1,-1,-1,1,1,External
3399,C=C(C)C1CCC(=C)C2C3=C(C[C@](C)(O)C3=O)C(=O)C(C)=C[C@@H]12,isssty,0,0,-1,-1,-1,-1,Train
3400,C=C(C)C1CCC(=C)C2C3=C(C[C@@](C)(O)C3=O)C(=O)C(C)=C[C@@H]12,isssty,0,0,-1,-1,-1,-1,Train
3401,C=CCc1ccccc1N.[Pd+2],isssty,0,1,-1,-1,-1,1,Train
3402,CCC(C)=[N+]([O-])[O-],isssty,-1,1,1,-1,-1,1,Internal
3403,CC[C-](CC)[N+](=O)[O-],isssty,-1,1,1,-1,-1,1,Train
3404,O=[N+]([O-])[C-]1CCCC1,isssty,-1,1,1,-1,-1,1,Train
3405,Cc1ccc(N/N=N/Cc2ccccc2)cc1,isssty,1,1,-1,-1,-1,1,Train
3406,ClCc1c2ccccc2cc2ccccc12,isssty,1,1,-1,-1,-1,1,Train
3407,C/C=C(/Br)C1=CC(=O)C23CC2C(C)(C)OC3(O)C1=O,isssty,0,1,0,-1,-1,1,Train
3408,NP(=O)(O)N(CCCl)CCCl,isssty,-1,-1,-1,1,-1,1,Train
3409,O=C1CCOP(=O)(N(CCCl)CCCl)N1,isssty,-1,-1,-1,1,-1,1,Internal
3410,O=CN(O)c1ccc(Cl)cc1,isssty,1,1,-1,-1,-1,1,Train
3411,CC(=O)N(O)c1ccc(Cl)cc1,isssty,0,0,-1,-1,-1,-1,Train
3412,O=C(CO)N(O)c1ccc(Cl)cc1,isssty,0,0,-1,-1,-1,-1,Train
3413,CC(C)C(=O)N(O)c1ccc(Cl)cc1,isssty,1,0,-1,-1,-1,1,Train
3414,O=C(O)CCC(=O)N(O)c1ccc(Cl)cc1,isssty,1,1,-1,-1,-1,1,Internal
3415,O=C(O)Nc1ccccc1,isssty,0,0,-1,-1,-1,-1,Internal
3416,O=CN(O)c1ccc(Br)cc1,isssty,1,1,-1,-1,-1,1,External
3417,O=CN(O)c1cccc(Cl)c1,isssty,0,0,-1,-1,-1,-1,External
3418,Cc1ccc(N(O)C=O)cc1,isssty,1,1,-1,-1,-1,1,Internal
3419,CCOC(=O)c1ccc(N(O)C=O)cc1,isssty,0,0,-1,-1,-1,-1,Train
3420,CC(=O)N(O)c1ccccc1,isssty,0,0,-1,-1,-1,-1,External
3421,Nc1ccc(-c2ccc(Cl)cc2)cc1,isssty,1,1,-1,-1,-1,1,Internal
3422,Nc1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,isssty,1,0,-1,-1,-1,1,External
3423,Nc1ccc(CCc2ccccc2)cc1,isssty,1,1,-1,-1,-1,1,Train
3424,Cc1ccccc1-c1ccc(N)cc1,isssty,1,1,-1,-1,-1,1,Train
3425,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,isssty,1,1,-1,-1,-1,1,Internal
3426,COC(=O)c1oc(NOC(C)=O)c(-c2ccccc2)c1-c1ccccc1,isssty,0,0,-1,-1,-1,-1,Train
3427,COC(=O)c1oc(NO)c(-c2ccccc2)c1-c1ccccc1,isssty,0,0,-1,-1,-1,-1,Internal
3428,COC(=O)c1oc(N(O)C(C)=O)c(-c2ccccc2)c1-c1ccccc1,isssty,0,0,-1,-1,-1,-1,External
3429,COC(=O)c1oc(N(OC(C)=O)C(C)=O)c(-c2ccccc2)c1-c1ccccc1,isssty,0,0,-1,-1,-1,-1,Internal
3430,Nc1ccc([N+](=O)[O-])cc1Cl,isssty,1,0,-1,-1,-1,1,Train
3431,BrCc1ccc2cccc3c2c1-c1ccccc1-3,isssty,1,1,-1,-1,-1,1,External
3432,ClC/C=C\CCl,isssty,1,1,-1,-1,-1,1,Train
3433,BrCc1cc2c3c(cccc3c1)-c1ccccc1-2,isssty,1,1,-1,-1,-1,1,External
3434,BrCc1ccc2c3c(cccc13)-c1ccccc1-2,isssty,1,1,-1,-1,-1,1,Train
3435,O=C([O-])C1=NN(c2ccc(S(=O)(=O)[O-])cc2)C(=O)C1/N=N/c1ccc(S(=O)(=O)[O-])cc1,isssty,0,0,-1,-1,-1,-1,Train
3436,BrCc1cccc2c1-c1cccc3cccc-2c13,isssty,1,1,-1,-1,-1,1,Train
3437,N#[C][Pt-2]([C]#N)([C]#N)[C]#N,isssty,0,0,-1,-1,-1,-1,External
3438,BrCc1ccc2c(c1)-c1cccc3cccc-2c13,isssty,1,1,-1,-1,-1,1,Internal
3439,[Cl][Pt-2]([Cl])([Cl])([Cl])([Cl])[Cl].[H+].[H+],isssty,1,0,-1,-1,-1,1,Train
3440,O=[N+]([O-])c1ccc2c(c1)Oc1cc(Cl)c(Cl)cc1O2,isssty,1,1,-1,-1,-1,1,Internal
3441,O=[N+]([O-])c1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,isssty,1,1,-1,-1,-1,1,External
3442,O=[N+]([O-])c1cc([N+](=O)[O-])c2[nH]c3cnc([N+](=O)[O-])cc3c2c1,isssty,1,-1,-1,-1,-1,1,Train
3443,O=[N+]([O-])c1c(Cl)cc2c(c1Cl)Oc1cc(Cl)c(Cl)cc1O2,isssty,0,0,-1,-1,-1,-1,Train
3444,O=[N+]([O-])c1c(Cl)c(Cl)c2c(c1Cl)Oc1cc(Cl)c(Cl)cc1O2,isssty,1,1,-1,-1,-1,1,Train
3445,O=C(O)C(Cl)=C(C(Cl)Cl)C(Cl)Cl,isssty,1,1,-1,-1,-1,1,External
3446,[Be]=[O],isssty,0,0,-1,-1,-1,-1,Train
3447,c1cc2ccc3nc4ccccc4c4ccc(c1)c2c34,isssty,1,1,-1,-1,-1,1,External
3448,[O-][n+]1c2ccccc2c2ccc3cccc4ccc1c2c34,isssty,1,1,-1,-1,-1,1,Train
3449,CC1(C(N)=O)CO1,isssty,-1,1,-1,-1,-1,1,Train
3450,C=CCc1cccc[c]1[Pt][c]1ccccc1CC=C,isssty,1,0,-1,-1,-1,1,Train
3451,Nc1cc([N+](=O)[O-])ccc1CO,isssty,1,1,-1,-1,-1,1,Train
3452,Nc1ccc(CO)c([N+](=O)[O-])c1,isssty,1,1,-1,-1,-1,1,Internal
3453,Cn1cnc2c3cccnc3ccc21,isssty,1,1,-1,-1,-1,1,External
3454,Cc1cnc2ccc3c(ncn3C)c2n1,isssty,0,0,-1,-1,-1,-1,External
3455,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,isssty,0,0,-1,-1,-1,-1,Train
3456,CNc1ccc2ncccc2c1N,isssty,0,0,-1,-1,-1,-1,Train
3457,CNc1c(C)cc2ncccc2c1N,isssty,0,0,-1,-1,-1,-1,Train
3458,CNc1ccc2ncc(C)nc2c1N,isssty,0,0,-1,-1,-1,-1,External
3459,CC(C)CCCC(C)C1CCC2C3CC=C4CC(OCCO)CCC4(C)C3CCC12C,isssty,0,0,-1,-1,-1,-1,Train
3460,Nc1nc(-c2cccc([N+](=O)[O-])c2)nc2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,isssty,0,1,-1,-1,-1,1,Internal
3461,Oc1ccc(ON2P(Oc3ccc(O)cc3)N=P(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)N(Oc3ccc(O)cc3)P2Oc2ccc(O)cc2)cc1,isssty,0,0,-1,-1,-1,-1,Internal
3462,COc1ccc(CC2CO2)cc1,isssty,-1,1,-1,1,-1,1,Train
3463,CC(=O)OCCCCONC(=O)c1ccccc1,isssty,1,1,-1,-1,-1,1,External
3464,COC(=O)c1cc(Cc2ccc(N)c(C(=O)OC)c2)ccc1N,isssty,1,1,-1,-1,-1,1,Train
3465,CC(=O)ON(OCc1ccccc1)C(=O)c1ccccc1,isssty,1,1,-1,-1,-1,1,Train
3466,CC(=O)c1cc(Cc2ccc(N)c(C(C)=O)c2)ccc1N,isssty,1,1,-1,-1,-1,1,Internal
3467,CC(C)OC(=O)c1cc(Cc2ccc(N)c(C(=O)OC(C)C)c2)ccc1N,isssty,0,0,-1,-1,-1,-1,External
3468,CCSc1cc(Cc2ccc(N)c(SCC)c2)ccc1N,isssty,1,1,-1,-1,-1,1,Train
3469,COc1cc(OC)c2c(c1)O[C@@H]1OC=C[C@H]21,isssty,1,1,-1,-1,-1,1,Internal
3470,C1=CC2OC2c2ccc3c4c5c(cccc5cc3c21)C=C4,isssty,1,-1,-1,-1,-1,1,Internal
3471,Cc1c([N-][N+](=O)c2cccc([N+](=O)[O-])c2C)cccc1[N+](=O)[O-],isssty,0,0,-1,-1,-1,-1,Train
3472,Cc1c(N)cccc1/N=N/c1cccc(N)c1C,isssty,1,1,-1,-1,-1,1,External
3473,Cc1ccc2cc3ccccc3c(C)c2c1,isssty,1,1,-1,-1,-1,1,External
3474,Cc1c2ccccc2c(C)c2ccccc12,isssty,1,1,-1,-1,-1,1,Train
3475,Cc1ccc2c(C)c3ccccc3c(C)c2c1,isssty,1,1,-1,-1,-1,1,External
3476,Cc1cc2c(C)c3ccccc3c(C)c2cc1C,isssty,1,1,-1,-1,-1,1,Train
3477,O=C1C=CC(=O)c2c(O)cccc21,isssty,0,1,-1,-1,-1,1,External
3478,Nc1ccc2c(n1)[nH]c1ccccc12,isssty,1,1,-1,-1,-1,1,Train
3479,CCCOC(=O)c1cc(Cc2ccc(N)c(C(=O)OCCC)c2)ccc1N,isssty,0,0,-1,-1,-1,-1,Train
3480,CS(=O)(=O)OCCC[NH2+]CCCOS(C)(=O)=O,isssty,0,0,0,-1,1,1,Train
3481,Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,isssty,0,0,-1,-1,-1,-1,Train
3482,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,isssty,0,1,0,-1,0,1,Internal
3483,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O[C@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c12,isssty,0,1,-1,-1,-1,1,Train
3484,COc1cc(O)c2c(=O)c3c(O[C@@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)ccc(O)c3oc2c1,isssty,0,1,-1,-1,-1,1,Train
3485,OC[C@@H]1O[C@H](n2cnc3c(=S)nc[nH]c32)[C@@H](O)[C@H]1O,isssty,0,1,0,-1,0,1,Train
3486,CCN(CC)CCCN,isssty,0,0,-1,-1,-1,-1,External
3487,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,isssty,-1,1,-1,-1,-1,1,External
3488,Cc1ccc(N)c([N+](=O)[O-])c1,isssty,0,0,-1,-1,-1,-1,Train
3489,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,isssty,1,0,-1,-1,-1,1,Train
3490,O=C1NCCCN1/N=C/c1ccc([N+](=O)[O-])o1,isssty,1,1,-1,-1,-1,1,External
3491,O=[N+]([O-])c1c2c(cc3ccccc13)C=C[C@@H](O)[C@@H]2O,isssty,0,0,-1,-1,-1,-1,Train
3492,O=[N+]([O-])c1c2c(cc3ccccc13)[C@@H](O)[C@H](O)C=C2,isssty,1,0,-1,-1,-1,1,Train
3493,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@H](O)CC[C@@H]32)CC1=O,isssty,0,0,-1,-1,-1,-1,Train
3494,CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O,isssty,-1,1,-1,1,-1,1,Internal
3495,Nc1ccc(Oc2ccc(N)c(N)c2)cc1,isssty,1,1,-1,-1,-1,1,Train
3496,Clc1cc2ccccc2c2ccccc12,isssty,1,0,-1,-1,-1,1,External
3497,Clc1cccc2cc3ccccc3cc12,isssty,0,0,-1,-1,-1,-1,External
3498,Clc1ccc2cc3ccccc3cc2c1,isssty,1,0,-1,-1,-1,1,Train
3499,O=P1(N(CCCl)CCCl)NC(O)CCO1,isssty,-1,-1,-1,1,-1,1,Train
3500,C1CCNC1,isssty,0,0,-1,-1,-1,-1,Train
3501,OCCN1CCNCC1,isssty,0,0,-1,-1,-1,-1,Train
3502,CN1CCOCC1,isssty,0,0,-1,-1,-1,-1,Train
3503,C/C=C/C1=CC(=O)[C@]23C[C@@H]2C(C)(C)O[C@]3(O)C1=O,isssty,0,1,1,-1,-1,1,Train
3504,Cc1c2ccccc2c(CBr)c2ccc3ccccc3c12,isssty,1,1,-1,-1,-1,1,Train
3505,CN(C)Cc1ccccc1,isssty,0,0,-1,-1,-1,-1,Train
3506,COP(=S)(OC)Oc1ccc(N=O)c(C)c1,isssty,1,1,-1,-1,-1,1,Train
3507,COP(=S)(OC)Oc1ccc(N)c(C)c1,isssty,0,1,-1,-1,-1,1,Internal
3508,O=CN(O)c1ccc(F)cc1,isssty,1,1,-1,-1,-1,1,Train
3509,COc1ccc2c3c(cccc13)C(=O)N(C)C2=O,isssty,0,0,-1,-1,-1,-1,Train
3510,N#CCCC(=O)/C=C/c1ccc(C(=O)O)cc1,isssty,0,0,-1,-1,-1,-1,Train
3511,CC(=O)N(O)c1ccc(Br)cc1,isssty,0,0,-1,-1,-1,-1,Train
3512,Cc1cc([N+](=O)[O-])ccc1[N+](=O)[O-],isssty,1,-1,-1,-1,-1,1,External
3513,COP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,isssty,0,0,-1,-1,-1,-1,Train
3514,ClC(Cl)=C(Cl)c1cccc(Cl)c1Cl,isssty,0,0,-1,-1,-1,-1,Train
3515,ClC(Cl)=C(Cl)c1ccc(Cl)c(Cl)c1Cl,isssty,0,0,-1,-1,-1,-1,External
3516,Cl/C=C(/Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,isssty,0,0,-1,-1,-1,-1,Train
3517,Cc1ccc(NCCCl)cc1,isssty,1,1,-1,-1,-1,1,Train
3518,Cl/C=C(\Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,isssty,0,0,-1,-1,-1,-1,External
3519,ClC(Cl)=Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,isssty,0,0,-1,-1,-1,-1,Internal
3520,ClC(Cl)=C(Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,isssty,0,0,-1,-1,-1,-1,Train
3521,CC(=O)Nc1ccc(Oc2ccc(N)cc2)cc1,isssty,1,1,-1,-1,-1,1,Train
3522,CC(=O)Nc1ccc(Oc2ccc(NC(C)=O)cc2)cc1,isssty,0,0,-1,-1,-1,-1,Train
3523,CC(=O)Nc1ccc(Cc2ccc(N)cc2)cc1,isssty,0,0,-1,-1,-1,-1,Train
3524,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,isssty,0,0,-1,-1,-1,-1,Train
3525,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,isssty,0,0,-1,-1,-1,-1,Train
3526,Cc1ccc(/N=N/c2c(O)ccc3ccccc23)cc1C,isssty,0,0,-1,-1,-1,-1,External
3527,Cc1cccc(C)c1N/N=C1\C(=O)C=Cc2ccccc21,isssty,0,0,-1,-1,-1,-1,External
3528,Cc1ccc(C)c(N/N=C2/C(=O)C=Cc3ccccc32)c1,isssty,0,0,-1,-1,-1,-1,Train
3529,Cc1cccc(N/N=C2\C(=O)C=Cc3ccccc32)c1C,isssty,0,0,-1,-1,-1,-1,Internal
3530,C/C=N/N(C)C=O,isssty,-1,-1,-1,0,0,-1,Train
3531,CCc1ccccc1N,isssty,0,0,-1,-1,-1,-1,External
3532,O=[N+]([O-])c1ccc2ccc3cccc4c5ccccc5c1c2c34,isssty,1,0,-1,-1,-1,1,External
3533,O=S(=O)(O)c1ccc(O)c2ncccc12,isssty,1,1,-1,-1,-1,1,Internal
3534,Oc1c(Cl)cc(Cl)c2cccnc12,isssty,0,0,-1,-1,-1,-1,External
3535,c1ccc2cnccc2c1,isssty,0,0,-1,-1,-1,-1,Train
3536,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,isssty,0,0,-1,-1,-1,-1,Train
3537,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,isssty,0,0,-1,-1,-1,-1,Train
3538,Nc1ccc(N)c(S(=O)(=O)O)c1,isssty,0,0,-1,-1,-1,-1,External
3539,Fc1ccc2ncccc2c1,isssty,-1,1,-1,-1,-1,1,Train
3540,CCCOc1ccc(N)cc1N,isssty,-1,-1,-1,-1,1,1,Train
3541,Cn1c(N)nc2c3ccc(=O)[nH]c3ccc21,isssty,1,-1,-1,-1,-1,1,Train
3542,O=Nc1cc2c3ccccc3ccc2c2ccccc12,isssty,1,1,-1,-1,-1,1,Train
3543,C1=Cc2c3cc4ccccc4cc3cc3cccc1c23,isssty,1,-1,-1,-1,-1,1,Train
3544,O=C([O-])c1c[n+](=O)c2ccccc2n1O,isssty,1,1,-1,-1,-1,1,Train
3545,CC(C)(C)OC(=O)/N=N/C=C1\C=[N+]([O-])c2ccccc2N1O,isssty,1,1,-1,-1,-1,1,Train
3546,CC(=O)/N=N/C=C1\C=[N+]([O-])c2ccccc2N1O,isssty,1,1,-1,-1,-1,1,Train
3547,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],isssty,1,1,-1,-1,-1,1,External
3548,O=[N+]([O-])c1ccccc1/C=C/c1ccccc1,isssty,1,1,-1,-1,-1,1,External
3549,O=C(/C=C/c1cccc([N+](=O)[O-])c1)c1ccccc1,isssty,0,0,-1,-1,-1,-1,Train
3550,O=C(/C=C/c1ccccc1[N+](=O)[O-])c1ccccc1,isssty,0,0,-1,-1,-1,-1,Train
3551,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,isssty,1,0,-1,-1,-1,1,Train
3552,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)ccc2c1,isssty,0,0,-1,-1,-1,-1,Internal
3553,O=[N+]([O-])c1cccc([N+](=O)[O-])c1CO,isssty,0,0,-1,-1,-1,-1,Internal
3554,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(S(=O)(=O)[O-])cc2)cc1,isssty,1,1,-1,-1,-1,1,Train
3555,Nc1cccc(N)c1C(=O)O,isssty,1,0,-1,-1,-1,1,Train
3556,CC(=O)Nc1cccc(N)c1C(=O)O,isssty,1,0,-1,-1,-1,1,Train
3557,C=Cc1ccc([N+](=O)[O-])cc1,isssty,1,1,-1,-1,-1,1,Train
3558,Nc1cccc([N+](=O)[O-])c1CO,isssty,0,0,-1,-1,-1,-1,External
3559,Nc1ccc2ccccc2n1,isssty,0,1,-1,-1,-1,1,Train
3560,CNc1ccc2nc(C)cnc2c1C,isssty,1,1,-1,-1,-1,1,Train
3561,Nc1cnc2ccccc2c1,isssty,1,1,-1,-1,-1,1,Train
