1_ames_mutagenicity_data	c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
3195_ames_mutagenicity_data	O=C1OC(O)C(C(Br)Br)=C1Br
3196_ames_mutagenicity_data	O=C1Nc2ccc([N+](=O)[O-])cc2C1=O
3197_ames_mutagenicity_data	O=C1OC(O)C(C(Br)Br)=C1Cl
3198_ames_mutagenicity_data	O=C(O)C1Cc2c([nH]c3ccccc23)C(CO)N1
3199_ames_mutagenicity_data	O=C(O)/C(Cl)=C(\CO)C(Cl)Cl
3200_ames_mutagenicity_data	O=C/C(=C(\Cl)C(=O)O)C(Cl)Cl
3201_ames_mutagenicity_data	O=[N+]([O-])c1ccc2c3c1ccc1cccc(c13)C1OC21
3202_ames_mutagenicity_data	O=[N+]([O-])c1ccc2ccc3cccc4c3c2c1C1OC41
3203_ames_mutagenicity_data	C=CC(O)C=C
3204_ames_mutagenicity_data	Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
3205_ames_mutagenicity_data	O=[N+]([O-])c1c2c(c3ccc4cccc5ccc1c3c45)CCC=C2
3206_ames_mutagenicity_data	COc1ccccc1[NH2+]CSC
3207_ames_mutagenicity_data	O=[N+]([O-])c1ccc(CO)c([N+](=O)[O-])c1
3208_ames_mutagenicity_data	Cc1ccc(N)c(O)c1
3209_ames_mutagenicity_data	CC1=C[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@](C)([C@]2(CO)[C@H](O)C1=O)[C@@]31CO1
3210_ames_mutagenicity_data	C=CCBr
3211_ames_mutagenicity_data	CC(=O)OC(OC(C)=O)c1ccc([N+](=O)[O-])o1
3212_ames_mutagenicity_data	Nc1ccc2ccc3cc4ccccc4c4ccc1c2c34
3213_ames_mutagenicity_data	O=[N+]([O-])c1ccc2ccc3cc4c(c5ccc1c2c35)C=C[C@H](O)[C@H]4O
3214_ames_mutagenicity_data	O=[N+]([O-])c1ccc2ccc3cc4c(c5ccc1c2c35)[C@H](O)[C@@H](O)C=C4
3215_ames_mutagenicity_data	COc1cc(/N=N/c2ccccc2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2ccc(N)cc2c1O
3216_ames_mutagenicity_data	CCOc1cc(/N=N/c2ccccc2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2ccc(N)cc2c1O
3217_ames_mutagenicity_data	Nc1ccc2cc(S(=O)(=O)[O-])c(/N=N/c3ccc(/N=N/c4ccccc4)cc3OCCO)c(O)c2c1
3218_ames_mutagenicity_data	CCN(CC)c1ccc(/N=N/c2ccc(/N=N/c3c(S(=O)(=O)[O-])cc4ccc(N)cc4c3O)c(OC)c2)cc1
3219_ames_mutagenicity_data	CCN(CC)c1ccc(/N=N/c2ccc(/N=N/c3c(S(=O)(=O)[O-])cc4ccc(N)cc4c3O)c(OCCO)c2)cc1
3220_ames_mutagenicity_data	COc1cc(/N=N/c2ccc(N(CCO)CCO)cc2)ccc1N/N=C1\C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-]
3221_ames_mutagenicity_data	CCCOc1cc(/N=N/c2ccc(N(CCO)CCO)cc2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2ccc(N)cc2c1O
3222_ames_mutagenicity_data	CCc1c(O)c(O)c2c(c1O)=C(O)C(=O)C(=O)C=2O
3223_ames_mutagenicity_data	O=c1ccc2c(cc3ccc4cccc5ccc2c3c45)c1=O
3224_ames_mutagenicity_data	O=C1CCC2(O)c3c(ccc(O)c31)-c1ccc(O)c3c1C2C1OC1C3=O
3225_ames_mutagenicity_data	COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1
3226_ames_mutagenicity_data	c1ccc(/N=N/c2ccccc2)cc1
3227_ames_mutagenicity_data	CCCCCC/C=C\CCCCCCOC(C)=O
3228_ames_mutagenicity_data	CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1
3229_ames_mutagenicity_data	c1cc2ccc3c4cccc5ccc(c6ccc(c1)c2c36)c54
3230_ames_mutagenicity_data	c1ccc2c(c1)c1cccc3cc4ccc5ccc2c(c54)c31
3231_ames_mutagenicity_data	O=Cc1cccc(Cl)c1
3232_ames_mutagenicity_data	O=C(Cl)c1ccccc1Cl
3233_ames_mutagenicity_data	O=C(Cl)c1cccc(Cl)c1
3234_ames_mutagenicity_data	O=C(Cl)c1c(Cl)cccc1Cl
3235_ames_mutagenicity_data	Cc1ccccc1C(=O)Cl
3236_ames_mutagenicity_data	Cc1ccc(C(=O)Cl)cc1
3237_ames_mutagenicity_data	O=C(O)Cc1ccccc1Cl
3238_ames_mutagenicity_data	O=C(O)Cc1ccc(Cl)cc1
3239_ames_mutagenicity_data	O=C(Cl)C(Cl)c1ccccc1
3240_ames_mutagenicity_data	O=C(Cl)c1ccc(C(=O)Cl)cc1
3241_ames_mutagenicity_data	O=C(Cl)CCc1ccccc1
3242_ames_mutagenicity_data	[O-]c1cccc2[nH+]cccc12
3243_ames_mutagenicity_data	Cc1ccccc1NO
3244_ames_mutagenicity_data	CCC1=C(c2ccc(O)cc2)C(C)c2cc(O)ccc21
3245_ames_mutagenicity_data	O=C1/C(=C2/Nc3ccccc3C2=O)Nc2ccccc21
3246_ames_mutagenicity_data	CC(=O)Nc1ccc2c(=O)c(=O)c3cccc4ccc1c2c43
3247_ames_mutagenicity_data	O[C@H]1[C@H](O)c2ccc3c(ccc4ccccc43)c2[C@@H]2O[C@@H]21
3248_ames_mutagenicity_data	CC(C)OS(C)(=O)=O
3249_ames_mutagenicity_data	C1=Cc2c3c1cccc3cc1ccc3ccccc3c21
3250_ames_mutagenicity_data	C/C=C\C=C\C
3251_ames_mutagenicity_data	C=C/C=C/C
3252_ames_mutagenicity_data	C=C/C=C\C
3253_ames_mutagenicity_data	CC1=CCC(O)(C(C)C)CC1
3254_ames_mutagenicity_data	COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
3255_ames_mutagenicity_data	C/C=C/C=C/CCCCCCCOC(C)=O
3256_ames_mutagenicity_data	Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
3257_ames_mutagenicity_data	Cc1cc(O)c2c(c1)C(=O)c1c(c(O)cc(O)c1-c1c(O)cc(O)c3c1C(=O)c1cc(C)cc(O)c1C3=O)C2=O
3258_ames_mutagenicity_data	C=CC1=C(C)C(=O)N/C1=C\c1[nH]c(Cc2[nH]c(/C=C3\NC(=O)C(C)=C3C=C)c(C)c2CCC(=O)NCCS(=O)(=O)O)c(CCC(=O)NCCS(=O)(=O)O)c1C
3259_ames_mutagenicity_data	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O
3260_ames_mutagenicity_data	COc1cc(COC(=O)CCCCCCC(C)C)ccc1O
3261_ames_mutagenicity_data	CC(C)N(N)C(C)C
3262_ames_mutagenicity_data	O=C1c2ccccc2-c2cc([N+](=O)[O-])cc3cccc1c23
3263_ames_mutagenicity_data	O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F
3264_ames_mutagenicity_data	O=[N+]([O-])c1ccc2c(c1)Cc1cccc([N+](=O)[O-])c1-2
3265_ames_mutagenicity_data	OCC(O)CI
3266_ames_mutagenicity_data	O=c1[nH][nH]c(=O)c2cc([N+](=O)[O-])ccc12
3267_ames_mutagenicity_data	Clc1cc(Cl)c2c(c1Cl)C1=NC2/N=C2/c3c(Cl)c(Cl)c(Cl)c(Cl)c3C3/N=C4\N=C(/N=c5/c6c(Cl)c(Cl)c(Cl)c(Cl)c6/c(n5[Cu]N23)=N/1)c1c(Cl)c(Cl)c(Cl)c(Cl)c14
3268_ames_mutagenicity_data	Nc1ccn([C@@H]2CC[C@H](CO)O2)c(=O)n1
3269_ames_mutagenicity_data	CCN(CC)c1ccc2nc3ccc(=[N+](CC)CC)cc-3oc2c1
3270_ames_mutagenicity_data	ClC/C=C/CCl
3271_ames_mutagenicity_data	Nc1c(Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O
3272_ames_mutagenicity_data	CNC(=O)NC
3273_ames_mutagenicity_data	CC(=O)O[C@H]1[C@H](O)C2OC3C=C(C)C(=O)[C@H](O)C3(CO)C1(C)C21CO1
3274_ames_mutagenicity_data	O=c1[cH-]c(=O)c1=O
3275_ames_mutagenicity_data	c1ccc(OCC2CO2)cc1
3276_ames_mutagenicity_data	O=c1ccc2cc3ccoc3cc2o1
3277_ames_mutagenicity_data	OC[C@@H]1O[C@H](n2cnc3c(NO)ncnc32)[C@@H](O)[C@H]1O
3278_ames_mutagenicity_data	CCCCCCOCC1CO1
3279_ames_mutagenicity_data	O=CCC=O
3280_ames_mutagenicity_data	Cc1ccc(OCC2CO2)cc1
3281_ames_mutagenicity_data	CC(=O)OCN(C)N=O
3282_ames_mutagenicity_data	CNc1ccc(/N=N/c2ccccc2)cc1
3283_ames_mutagenicity_data	COc1cc(C=O)ccc1O
3284_ames_mutagenicity_data	Cc1cc(O)c2c(c1)C(=O)c1cc(O)c(O)c(O)c1C2=O
3285_ames_mutagenicity_data	C1=CC2OC2C=CO1
3286_ames_mutagenicity_data	O[C@H]1c2cc3ccc4cccc5ccc(c2[C@@H]2O[C@@H]2[C@@H]1O)c3c45
3287_ames_mutagenicity_data	c1ccc2c(c1)ccc1ncccc12
3288_ames_mutagenicity_data	Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(N)c1[N+](=O)[O-]
3289_ames_mutagenicity_data	O=[N+]([O-])c1cc([N+](=O)[O-])c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2c1
3290_ames_mutagenicity_data	COc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
3291_ames_mutagenicity_data	O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
3292_ames_mutagenicity_data	CCOC(=O)N(CCCC(=O)c1cccnc1)N=O
3293_ames_mutagenicity_data	CC(=O)N(O)c1ccc(Oc2ccc(Cl)cc2)cc1
3294_ames_mutagenicity_data	Cc1c(C)c2c(N)c3ccccc3nc2c2ccccc12
3295_ames_mutagenicity_data	COc1cc(O)c2c(=O)c3c(O)ccc(O)c3oc2c1
3296_ames_mutagenicity_data	COc1cc(OC)c2c(=O)c3c(O)ccc(OC)c3oc2c1
3297_ames_mutagenicity_data	CC(=O)OC1C(=O)OC2C(OC(C)=O)C(=O)OC12
3298_ames_mutagenicity_data	COC1(O[C@@H]2CC[C@H]3[C@@H]4CC[C@H]5CC6S[C@H]6C[C@]5(C)[C@H]4CC[C@@]32C)CCCC1
3299_ames_mutagenicity_data	O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br
3300_ames_mutagenicity_data	O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1
3301_ames_mutagenicity_data	CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1
3302_ames_mutagenicity_data	COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2
3303_ames_mutagenicity_data	Fc1cccc2ncccc12
3304_ames_mutagenicity_data	Fc1cccc2cccnc12
3305_ames_mutagenicity_data	CS(=O)(=O)OCCCCOS(C)(=O)=O
3306_ames_mutagenicity_data	O[C@H]1[C@H](O)c2ccc3ccccc3c2[C@@H]2O[C@@H]21
3307_ames_mutagenicity_data	O[C@H]1c2ccc3ccccc3c2[C@@H]2O[C@@H]2[C@@H]1O
3308_ames_mutagenicity_data	COC(=O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(OC)cccc13)OCO2
3309_ames_mutagenicity_data	COC(=O)c1cc2c(c3c1ccc1c(OC)cccc13)OCO2
3310_ames_mutagenicity_data	CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1
3311_ames_mutagenicity_data	Nc1cccc2ncccc12
3312_ames_mutagenicity_data	Nc1cccc2cccnc12
3313_ames_mutagenicity_data	CC[N+](=O)[O-]
3314_ames_mutagenicity_data	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
3315_ames_mutagenicity_data	O=[N+]([O-])c1cc2ccc3cccc4ccc(c1O)c2c34
3316_ames_mutagenicity_data	COC(=O)Nc1nc2ccc(/C(=N/O)c3ccc(F)cc3)cc2[nH]1
3317_ames_mutagenicity_data	CCCOc1cc(/N=N/c2ccc(N(CC)CC)cc2)ccc1N/N=C1\C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-]
3318_ames_mutagenicity_data	c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1
3319_ames_mutagenicity_data	O=Nc1ccc2ccccc2c1
3320_ames_mutagenicity_data	O=[N+]([O-])c1cc2cccc([N+](=O)[O-])c2cc1[N+](=O)[O-]
3321_ames_mutagenicity_data	O=C/C(Cl)=C(/Cl)C(=O)O
3322_ames_mutagenicity_data	[N-]=[N+]=NCC(N)C(=O)O
3323_ames_mutagenicity_data	CC1(C)CC([NH3+])CC(C)(C)N1O
3324_ames_mutagenicity_data	O=[N+]([O-])c1cc2ccc3cc([N+](=O)[O-])cc4ccc(c1)c2c34
3325_ames_mutagenicity_data	Nc1c2ccccc2cc2ccccc12
3326_ames_mutagenicity_data	C1=C2CCCC(=C[C@@H]3OC13)O2
3327_ames_mutagenicity_data	COc1ccc(OC)c(N/N=C2\C(=O)C=Cc3ccccc32)c1
3328_ames_mutagenicity_data	Cc1cnc2cc3nc(N)n(C)c3c(C)c2n1
3329_ames_mutagenicity_data	Cc1cnc2cc(CO)c3c(nc(N)n3C)c2n1
3330_ames_mutagenicity_data	O=Nn1cc(CCO)c2ccccc21
3331_ames_mutagenicity_data	CCNNCC
3332_ames_mutagenicity_data	CCNN
3333_ames_mutagenicity_data	CCCCNN
3334_ames_mutagenicity_data	S=C1SSC2=NCCN12
3335_ames_mutagenicity_data	CCCCN(N)CCCC
3336_ames_mutagenicity_data	c1ccc2c(c1)-c1ccccc1[C@H]1O[C@@H]21
3337_ames_mutagenicity_data	c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C2NC12
3338_ames_mutagenicity_data	CSCCl
3339_ames_mutagenicity_data	O=C1C=Cc2c(ccc3ccccc23)C1=O
3340_ames_mutagenicity_data	O[C@@H]1C=Cc2ccc3c(ccc4ccccc43)c2[C@H]1O
3341_ames_mutagenicity_data	Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4
3342_ames_mutagenicity_data	O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12
3343_ames_mutagenicity_data	COc1cc2c(cc1OC)CN(N=O)CC2
3344_ames_mutagenicity_data	CC(=O)c1c(O)cc(O)c2c1C(=O)c1cc(O)cc(O)c1C2=O
3345_ames_mutagenicity_data	C=CCl
3346_ames_mutagenicity_data	ClCc1cccnc1
3347_ames_mutagenicity_data	O=C1OC(O)C(C(Cl)Br)=C1Cl
3348_ames_mutagenicity_data	COc1cc(OC)c2c(=O)c3cc(OC)ccc3oc2c1
3349_ames_mutagenicity_data	[N-]=[N+]=Nc1ccc(F)c([N+](=O)[O-])c1
3350_ames_mutagenicity_data	CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1
3351_ames_mutagenicity_data	COc1ccc(N=O)cc1
3352_ames_mutagenicity_data	CCOc1cc(/N=N/c2ccc(N(CCO)CCO)cc2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2ccc(N)cc2c1O
3353_ames_mutagenicity_data	Cc1cc2ccccc2c2ccc3c(c12)C=CC(=O)C3=O
3354_ames_mutagenicity_data	Cc1c2ccccc2cc2ccc3c(c12)C=CC(=O)C3=O
3355_ames_mutagenicity_data	Cc1c2ccccc2cc2c3c(ccc12)C(=O)C(=O)C=C3
3356_ames_mutagenicity_data	N1=NC2[C@@H]3O[C@H]3C1[C@@H]1O[C@H]21
3357_ames_mutagenicity_data	O=CC1C=COC=C1
3358_ames_mutagenicity_data	CCN(N=O)/C(N)=N\[N+](=O)[O-]
3359_ames_mutagenicity_data	O[C@@H]1c2ccccc2-c2ccc3ccccc3c2[C@H]1O
3360_ames_mutagenicity_data	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3OC1CC(N)C(O)C(C)O1
3361_ames_mutagenicity_data	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@H]3O[C@H]1C[C@@H](N)[C@H](O)[C@@H](C)O1
3362_ames_mutagenicity_data	CC[C@@]1(O)C[C@@H](OC2CC(N(C)C)C(OC3CC(O)C(OC4CC(O)C(O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@@H]1C(=O)OC
3363_ames_mutagenicity_data	COC1=C(OC)C(=O)/C(=C2/C(C)=C(C(=O)O)NC(c3ccc4c(n3)C(=O)C(N)=C(OC)C4=O)=C2N)C=C1
3364_ames_mutagenicity_data	Nc1cc([N+](=O)[O-])c(C(=O)O)c([N+](=O)[O-])c1
3365_ames_mutagenicity_data	c1cnc2c(c1)ccc1c2ccc2cccnc21
3366_ames_mutagenicity_data	O=C(O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]
3367_ames_mutagenicity_data	Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1C(=O)O
3368_ames_mutagenicity_data	Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1CO
3369_ames_mutagenicity_data	Nc1cc([N+](=O)[O-])c(CO)c([N+](=O)[O-])c1
3370_ames_mutagenicity_data	CC1(C)CC(O)CC(C)(C)N1O
3371_ames_mutagenicity_data	N#Cc1cccc([N+](=O)[O-])c1
3372_ames_mutagenicity_data	CCOc1ccccc1[N+](=O)[O-]
3373_ames_mutagenicity_data	O=C(O)Cc1ccccc1[N+](=O)[O-]
3374_ames_mutagenicity_data	O=C(O)Cc1ccc([N+](=O)[O-])cc1
3375_ames_mutagenicity_data	ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
3376_ames_mutagenicity_data	O=Nc1c(-c2ccc(Cl)cc2)nc2sccn12
3377_ames_mutagenicity_data	O=Nc1c(-c2ccc([N+](=O)[O-])cc2)nc2sccn12
3378_ames_mutagenicity_data	Cc1cn2c(N=O)c(-c3ccc([N+](=O)[O-])cc3)nc2s1
3379_ames_mutagenicity_data	O=[N+]([O-])c1c(-c2ccc(Cl)cc2)nc2sccn12
3380_ames_mutagenicity_data	O=[N+]([O-])c1ccc(-c2nc3sccn3c2[N+](=O)[O-])cc1
3381_ames_mutagenicity_data	Cc1cn2c([N+](=O)[O-])c(-c3ccc([N+](=O)[O-])cc3)nc2s1
3382_ames_mutagenicity_data	Cc1ccc(-c2nc3n(c2[N+](=O)[O-])CCS3)cc1
3383_ames_mutagenicity_data	O=[N+]([O-])c1c(-c2ccc(Cl)cc2)nc2n1CCS2
3384_ames_mutagenicity_data	O=[N+]([O-])c1ccc(-c2nc3n(c2[N+](=O)[O-])CCS3)cc1
3385_ames_mutagenicity_data	CC(=O)ON(C(C)=O)c1ccc2c(c1)Cc1ccccc1-2
3386_ames_mutagenicity_data	CCC(=O)OCc1ccc([N+](=O)[O-])cc1
3387_ames_mutagenicity_data	Clc1cccc2oc3ccccc3c12
3388_ames_mutagenicity_data	O=[N+]([O-])c1ccc(CBr)cc1
3389_ames_mutagenicity_data	Cc1c(/C=N/OCc2ccccc2)c2cc([N+](=O)[O-])ccc2n1Cc1cccc([N+](=O)[O-])c1
3390_ames_mutagenicity_data	Clc1ccc2oc3ccccc3c2c1
3391_ames_mutagenicity_data	Cc1c(/C=N/OCc2ccc(Cl)cc2Cl)c2cc([N+](=O)[O-])ccc2n1Cc1ccc(Cl)cc1
3392_ames_mutagenicity_data	Clc1cccc2c1oc1ccccc12
3393_ames_mutagenicity_data	CCCCc1c(N)ccc2ccccc12
3394_ames_mutagenicity_data	c1ccc2nc3c(cc2c1)-c1cccc2cccc-3c12
3395_ames_mutagenicity_data	C=C(C)C1CCC(=C)C2C3=C(C[C@H](C)C3=O)C(=O)C(C)=C[C@@H]12
3396_ames_mutagenicity_data	O=C1Nc2cc3ccccc3c3c4c(cc1c23)OCO4
3397_ames_mutagenicity_data	C=C(C)C1CCC(=C)C2C3=C(C[C@@H](C)C3=O)C(=O)C(C)=C[C@@H]12
3398_ames_mutagenicity_data	O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(O)cccc13)OCO2
3399_ames_mutagenicity_data	C=C(C)C1CCC(=C)C2C3=C(C[C@](C)(O)C3=O)C(=O)C(C)=C[C@@H]12
3400_ames_mutagenicity_data	C=C(C)C1CCC(=C)C2C3=C(C[C@@](C)(O)C3=O)C(=O)C(C)=C[C@@H]12
3401_ames_mutagenicity_data	C=CCc1ccccc1N.[Pd+2]
3402_ames_mutagenicity_data	CCC(C)=[N+]([O-])[O-]
3403_ames_mutagenicity_data	CC[C-](CC)[N+](=O)[O-]
3404_ames_mutagenicity_data	O=[N+]([O-])[C-]1CCCC1
3405_ames_mutagenicity_data	Cc1ccc(N/N=N/Cc2ccccc2)cc1
3406_ames_mutagenicity_data	ClCc1c2ccccc2cc2ccccc12
3407_ames_mutagenicity_data	C/C=C(/Br)C1=CC(=O)C23CC2C(C)(C)OC3(O)C1=O
3408_ames_mutagenicity_data	NP(=O)(O)N(CCCl)CCCl
3409_ames_mutagenicity_data	O=C1CCOP(=O)(N(CCCl)CCCl)N1
3410_ames_mutagenicity_data	O=CN(O)c1ccc(Cl)cc1
3411_ames_mutagenicity_data	CC(=O)N(O)c1ccc(Cl)cc1
3412_ames_mutagenicity_data	O=C(CO)N(O)c1ccc(Cl)cc1
3413_ames_mutagenicity_data	CC(C)C(=O)N(O)c1ccc(Cl)cc1
3414_ames_mutagenicity_data	O=C(O)CCC(=O)N(O)c1ccc(Cl)cc1
3415_ames_mutagenicity_data	O=C(O)Nc1ccccc1
3416_ames_mutagenicity_data	O=CN(O)c1ccc(Br)cc1
3417_ames_mutagenicity_data	O=CN(O)c1cccc(Cl)c1
3418_ames_mutagenicity_data	Cc1ccc(N(O)C=O)cc1
3419_ames_mutagenicity_data	CCOC(=O)c1ccc(N(O)C=O)cc1
3420_ames_mutagenicity_data	CC(=O)N(O)c1ccccc1
3421_ames_mutagenicity_data	Nc1ccc(-c2ccc(Cl)cc2)cc1
3422_ames_mutagenicity_data	Nc1ccc(-c2ccc([N+](=O)[O-])cc2)cc1
3423_ames_mutagenicity_data	Nc1ccc(CCc2ccccc2)cc1
3424_ames_mutagenicity_data	Cc1ccccc1-c1ccc(N)cc1
3425_ames_mutagenicity_data	CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1
3426_ames_mutagenicity_data	COC(=O)c1oc(NOC(C)=O)c(-c2ccccc2)c1-c1ccccc1
3427_ames_mutagenicity_data	COC(=O)c1oc(NO)c(-c2ccccc2)c1-c1ccccc1
3428_ames_mutagenicity_data	COC(=O)c1oc(N(O)C(C)=O)c(-c2ccccc2)c1-c1ccccc1
3429_ames_mutagenicity_data	COC(=O)c1oc(N(OC(C)=O)C(C)=O)c(-c2ccccc2)c1-c1ccccc1
3430_ames_mutagenicity_data	Nc1ccc([N+](=O)[O-])cc1Cl
3431_ames_mutagenicity_data	BrCc1ccc2cccc3c2c1-c1ccccc1-3
3432_ames_mutagenicity_data	ClC/C=C\CCl
3433_ames_mutagenicity_data	BrCc1cc2c3c(cccc3c1)-c1ccccc1-2
3434_ames_mutagenicity_data	BrCc1ccc2c3c(cccc13)-c1ccccc1-2
3435_ames_mutagenicity_data	O=C([O-])C1=NN(c2ccc(S(=O)(=O)[O-])cc2)C(=O)C1/N=N/c1ccc(S(=O)(=O)[O-])cc1
3436_ames_mutagenicity_data	BrCc1cccc2c1-c1cccc3cccc-2c13
3437_ames_mutagenicity_data	N#C[Pt-2](C#N)(C#N)C#N
3438_ames_mutagenicity_data	BrCc1ccc2c(c1)-c1cccc3cccc-2c13
3439_ames_mutagenicity_data	Cl[Pt-2](Cl)(Cl)(Cl)(Cl)Cl.[H+].[H+]
3440_ames_mutagenicity_data	O=[N+]([O-])c1ccc2c(c1)Oc1cc(Cl)c(Cl)cc1O2
3441_ames_mutagenicity_data	O=[N+]([O-])c1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2
3442_ames_mutagenicity_data	O=[N+]([O-])c1cc([N+](=O)[O-])c2[nH]c3cnc([N+](=O)[O-])cc3c2c1
3443_ames_mutagenicity_data	O=[N+]([O-])c1c(Cl)cc2c(c1Cl)Oc1cc(Cl)c(Cl)cc1O2
3444_ames_mutagenicity_data	O=[N+]([O-])c1c(Cl)c(Cl)c2c(c1Cl)Oc1cc(Cl)c(Cl)cc1O2
3445_ames_mutagenicity_data	O=C(O)C(Cl)=C(C(Cl)Cl)C(Cl)Cl
3446_ames_mutagenicity_data	[Be]=O
3447_ames_mutagenicity_data	c1cc2ccc3nc4ccccc4c4ccc(c1)c2c34
3448_ames_mutagenicity_data	[O-][n+]1c2ccccc2c2ccc3cccc4ccc1c2c34
3449_ames_mutagenicity_data	CC1(C(N)=O)CO1
3450_ames_mutagenicity_data	C=CCc1ccccc1[Pt]c1ccccc1CC=C
3451_ames_mutagenicity_data	Nc1cc([N+](=O)[O-])ccc1CO
3452_ames_mutagenicity_data	Nc1ccc(CO)c([N+](=O)[O-])c1
3453_ames_mutagenicity_data	Cn1cnc2c3cccnc3ccc21
3454_ames_mutagenicity_data	Cc1cnc2ccc3c(ncn3C)c2n1
3455_ames_mutagenicity_data	Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
3456_ames_mutagenicity_data	CNc1ccc2ncccc2c1N
3457_ames_mutagenicity_data	CNc1c(C)cc2ncccc2c1N
3458_ames_mutagenicity_data	CNc1ccc2ncc(C)nc2c1N
3459_ames_mutagenicity_data	CC(C)CCCC(C)C1CCC2C3CC=C4CC(OCCO)CCC4(C)C3CCC12C
3460_ames_mutagenicity_data	Nc1nc(-c2cccc([N+](=O)[O-])c2)nc2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O
3461_ames_mutagenicity_data	Oc1ccc(ON2P(Oc3ccc(O)cc3)N=P(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)N(Oc3ccc(O)cc3)P2Oc2ccc(O)cc2)cc1
3462_ames_mutagenicity_data	COc1ccc(CC2CO2)cc1
3463_ames_mutagenicity_data	CC(=O)OCCCCONC(=O)c1ccccc1
3464_ames_mutagenicity_data	COC(=O)c1cc(Cc2ccc(N)c(C(=O)OC)c2)ccc1N
3465_ames_mutagenicity_data	CC(=O)ON(OCc1ccccc1)C(=O)c1ccccc1
3466_ames_mutagenicity_data	CC(=O)c1cc(Cc2ccc(N)c(C(C)=O)c2)ccc1N
3467_ames_mutagenicity_data	CC(C)OC(=O)c1cc(Cc2ccc(N)c(C(=O)OC(C)C)c2)ccc1N
3468_ames_mutagenicity_data	CCSc1cc(Cc2ccc(N)c(SCC)c2)ccc1N
3469_ames_mutagenicity_data	COc1cc(OC)c2c(c1)O[C@@H]1OC=C[C@H]21
3470_ames_mutagenicity_data	C1=CC2OC2c2ccc3c4c5c(cccc5cc3c21)C=C4
